NC_011498.1	NC_000915.1	NC_012973.1	NC_011333.1	NC_014256.1	Consensus	Std	Count
HPP12_RS06565	HP1313	HELPY_RS06280	HPG27_RS06605	HPB8_RS00785	295.0	6.95	5.0
HPP12_RS06570	HP1314	HELPY_RS06285	HPG27_RS06610	HPB8_RS00780	295.0	6.76	5.0
HPP12_RS06575	HP1315	HELPY_RS06290	HPG27_RS06615	HPB8_RS00775	295.0	6.76	5.0
HPP12_RS06580	HP1316	HELPY_RS06295	HPG27_RS06620	HPB8_RS00770	295.0	6.75	5.0
HPP12_RS06585	HP1317	HELPY_RS06300	HPG27_RS06625	HPB8_RS00765	296.0	6.76	5.0
HPP12_RS06590	HP1318	HELPY_RS06305	HPG27_RS06630	HPB8_RS00760	296.0	6.76	5.0
HPP12_RS06595	HP1319	HELPY_RS06310	HPG27_RS06635	HPB8_RS00755	296.0	6.76	5.0
HPP12_RS06600	HP1320	HELPY_RS06315	HPG27_RS06640	HPB8_RS00750	296.0	6.95	5.0
HPP12_RS06605	HP1321	HELPY_RS06320	HPG27_RS06645	HPB8_RS00745	296.0	6.95	5.0
HPP12_RS06610	HP1322	HELPY_RS06325	HPG27_RS06650	HPB8_RS00740	296.0	6.76	5.0
HPP12_RS06615	HP1323	HELPY_RS06330	HPG27_RS06655	HPB8_RS00735	296.0	6.76	5.0
HPP12_RS06625	HP1325	HELPY_RS06340	HPG27_RS06665	HPB8_RS00725	296.0	6.76	5.0
HPP12_RS06630	HP1326	HELPY_RS06345	HPG27_RS06670	HPB8_RS00720	297.0	6.95	5.0
HPP12_RS06635	HP1327	HELPY_RS06350	HPG27_RS06675	HPB8_RS00715	297.0	6.76	5.0
HPP12_RS06640	HP1328	HELPY_RS06355	HPG27_RS06680	HPB8_RS00710	297.0	6.76	5.0
HPP12_RS06645	HP1329	HELPY_RS06360	HPG27_RS06685	HPB8_RS00705	298.0	7.16	5.0
HPP12_RS06650	HP1330	HELPY_RS06365	HPG27_RS06690	HPB8_RS00700	298.0	6.76	5.0
HPP12_RS06655	HP1331	HELPY_RS06370	HPG27_RS06695	HPB8_RS00695	298.0	6.76	5.0
HPP12_RS06660	HP1332	HELPY_RS06375	HPG27_RS06700	HPB8_RS00690	298.0	6.76	5.0
HPP12_RS06665	HP1333	HELPY_RS06380	HPG27_RS06705	HPB8_RS00685	298.0	6.76	5.0
HPP12_RS06670	HP1335	HELPY_RS06385	HPG27_RS06715	HPB8_RS00680	299.0	6.76	5.0
HPP12_RS06675	HP1336	HELPY_RS06390	HPG27_RS06720	HPB8_RS00675	300.0	6.76	5.0
HPP12_RS06680	HP1337	HELPY_RS06395	HPG27_RS06725	HPB8_RS00670	300.0	6.76	5.0
HPP12_RS06685	HP1338	HELPY_RS06400	HPG27_RS06730	HPB8_RS00665	300.0	6.76	5.0
HPP12_RS06690	HP1339	HELPY_RS06405	HPG27_RS06735	HPB8_RS00660	300.0	6.76	5.0
HPP12_RS06695	HP1340	HELPY_RS06410	HPG27_RS06740	HPB8_RS00655	300.0	6.76	5.0
HPP12_RS06700	HP1341	HELPY_RS06415	HPG27_RS06745	HPB8_RS00650	300.0	7.16	5.0
HPP12_RS06705	HP1342	HELPY_RS06420	HPG27_RS01135	HPB8_RS00645	299.0	48.44	5.0
HPP12_RS06710	HP1343	HELPY_RS06425	HPG27_RS06755	HPB8_RS00640	300.0	6.75	5.0
HPP12_RS06715	HP1344	HELPY_RS06430	HPG27_RS06760	HPB8_RS00635	300.0	6.76	5.0
HPP12_RS06720	HP1345	HELPY_RS06435	HPG27_RS06765	HPB8_RS00630	301.0	6.76	5.0
HPP12_RS06725	HP1346	HELPY_RS06440	HPG27_RS06770	HPB8_RS00625	301.0	6.76	5.0
HPP12_RS06730	HP1347	HELPY_RS06445	HPG27_RS06775	HPB8_RS00620	301.0	6.75	5.0
HPP12_RS06735	HP1348	HELPY_RS06450	HPG27_RS06780	HPB8_RS00615	302.0	6.76	5.0
HPP12_RS06740	HP1349	HELPY_RS06455	HPG27_RS06785	HPB8_RS00610	302.0	6.76	5.0
HPP12_RS06745	HP1350	HELPY_RS06460	HPG27_RS06790	HPB8_RS00605	302.0	6.76	5.0
HPP12_RS06750	HP1351	HELPY_RS06520	HPG27_RS06795	HPB8_RS00600	303.0	6.43	5.0
HPP12_RS06930	HP1355	HELPY_RS06540	HPG27_RS06810	HPB8_RS07245	306.0	33.35	5.0
HPP12_RS06935	HP1356	HELPY_RS06545	HPG27_RS06815	HPB8_RS07250	306.0	33.25	5.0
HPP12_RS06940	HP1357	HELPY_RS06550	HPG27_RS06820	HPB8_RS07255	306.0	33.25	5.0
HPP12_RS06945	HP1358	HELPY_RS06555	HPG27_RS06825	HPB8_RS07260	306.0	33.12	5.0
HPP12_RS06950	HP1359	HELPY_RS06560	HPG27_RS06830	HPB8_RS07265	306.0	33.01	5.0
HPP12_RS06960	HP1361	HELPY_RS06570	HPG27_RS06840	HPB8_RS07275	306.0	32.46	5.0
HPP12_RS06965	HP1362	HELPY_RS06575	HPG27_RS06845	HPB8_RS07280	307.0	32.35	5.0
HPP12_RS06970	HP1363	HELPY_RS06580	HPG27_RS06850	HPB8_RS07285	307.0	32.22	5.0
HPP12_RS06975	HP1364	HELPY_RS06585	HPG27_RS06855	HPB8_RS07290	307.0	32.11	5.0
HPP12_RS06980	HP1365	HELPY_RS06590	HPG27_RS06860	HPB8_RS07295	308.0	31.46	5.0
HPP12_RS06990	HP1371	HELPY_RS06600	HPG27_RS06870	HPB8_RS07305	308.0	31.22	5.0
HPP12_RS06995	HP1372	HELPY_RS06605	HPG27_RS06875	HPB8_RS07310	309.0	30.33	5.0
HPP12_RS07000	HP1373	HELPY_RS06610	HPG27_RS06880	HPB8_RS07315	309.0	30.33	5.0
HPP12_RS07005	HP1374	HELPY_RS06615	HPG27_RS06885	HPB8_RS07320	309.0	30.33	5.0
HPP12_RS07010	HP1375	HELPY_RS06620	HPG27_RS06890	HPB8_RS07325	310.0	29.57	5.0
HPP12_RS07015	HP1376	HELPY_RS06625	HPG27_RS06895	HPB8_RS07330	310.0	29.43	5.0
HPP12_RS07020	HP1377	HELPY_RS06630	HPG27_RS06900	HPB8_RS07335	310.0	29.43	5.0
HPP12_RS07025	HP1378	HELPY_RS06635	HPG27_RS06905	HPB8_RS07340	310.0	29.43	5.0
HPP12_RS07030	HP1379	HELPY_RS06640	HPG27_RS06910	HPB8_RS07345	310.0	29.43	5.0
HPP12_RS07035	HP1380	HELPY_RS06645	HPG27_RS06915	HPB8_RS07350	311.0	28.54	5.0
HPP12_RS07045	HP1382	HELPY_RS06655	HPG27_RS06925	HPB8_RS07355	311.0	28.54	5.0
HPP12_RS07060	HP1406	HELPY_RS06670	HPG27_RS06940	HPB8_RS07370	314.0	27.21	5.0
HPP12_RS07065	HP1407	HELPY_RS06675	HPG27_RS06945	HPB8_RS07375	314.0	26.54	5.0
HPP12_RS07095	HP1413	HELPY_RS06710	HPG27_RS06990	HPB8_RS07425	316.0	24.76	5.0
HPP12_RS07100	HP1414	HELPY_RS06715	HPG27_RS06995	HPB8_RS07430	316.0	24.61	5.0
HPP12_RS07105	HP1415	HELPY_RS06720	HPG27_RS07000	HPB8_RS07435	316.0	24.54	5.0
HPP12_RS07110	HP1416	HELPY_RS06725	HPG27_RS07005	HPB8_RS07440	316.0	24.54	5.0
HPP12_RS07125	HP1418	HELPY_RS06740	HPG27_RS07020	HPB8_RS00590	317.0	2.86	5.0
HPP12_RS07130	HP1419	HELPY_RS06745	HPG27_RS07025	HPB8_RS00585	317.0	2.55	5.0
HPP12_RS07135	HP1420	HELPY_RS06750	HPG27_RS07030	HPB8_RS00580	317.0	2.88	5.0
HPP12_RS07140	HP1421	HELPY_RS06755	HPG27_RS07035	HPB8_RS00575	317.0	2.88	5.0
HPP12_RS07145	HP1422	HELPY_RS06760	HPG27_RS07040	HPB8_RS00570	317.0	2.88	5.0
HPP12_RS07150	HP1423	HELPY_RS06765	HPG27_RS07045	HPB8_RS00565	318.0	2.95	5.0
HPP12_RS07155	HP1424	HELPY_RS06770	HPG27_RS07050	HPB8_RS00560	318.0	2.88	5.0
HPP12_RS07170	HP1428	HELPY_RS06785	HPG27_RS07060	HPB8_RS00540	318.0	2.88	5.0
HPP12_RS07175	HP1429	HELPY_RS06790	HPG27_RS07065	HPB8_RS00535	319.0	2.59	5.0
HPP12_RS07180	HP1430	HELPY_RS06795	HPG27_RS07070	HPB8_RS00530	319.0	2.88	5.0
HPP12_RS07185	HP1431	HELPY_RS06800	HPG27_RS07075	HPB8_RS00525	319.0	2.88	5.0
HPP12_RS07205	HP1434	HELPY_RS06815	HPG27_RS07095	HPB8_RS00510	320.0	2.88	5.0
HPP12_RS07210	HP1435	HELPY_RS06820	HPG27_RS07100	HPB8_RS00505	320.0	2.88	5.0
HPP12_RS07215	HP1436	HELPY_RS06825	HPG27_RS07105	HPB8_RS00500	321.0	2.59	5.0
HPP12_RS07250	HP1440	HELPY_RS06850	HPG27_RS07135	HPB8_RS00470	322.0	2.95	5.0
HPP12_RS07255	HP1441	HELPY_RS06855	HPG27_RS07140	HPB8_RS00465	322.0	2.95	5.0
HPP12_RS07260	HP1442	HELPY_RS06860	HPG27_RS07145	HPB8_RS00460	322.0	2.95	5.0
HPP12_RS07265	HP1443	HELPY_RS06865	HPG27_RS07150	HPB8_RS00455	322.0	2.88	5.0
HPP12_RS07270	HP1444	HELPY_RS06870	HPG27_RS07155	HPB8_RS00450	322.0	2.88	5.0
HPP12_RS07275	HP1445	HELPY_RS06875	HPG27_RS07160	HPB8_RS00445	322.0	2.88	5.0
HPP12_RS07280	HP1446	HELPY_RS06880	HPG27_RS07165	HPB8_RS00440	323.0	2.88	5.0
HPP12_RS07285	HP1447	HELPY_RS06885	HPG27_RS07170	HPB8_RS00435	323.0	2.59	5.0
HPP12_RS07295	HP1449	HELPY_RS06895	HPG27_RS07180	HPB8_RS00425	323.0	2.95	5.0
HPP12_RS07300	HP1450	HELPY_RS06900	HPG27_RS07185	HPB8_RS00420	323.0	2.88	5.0
HPP12_RS07305	HP1451	HELPY_RS06905	HPG27_RS07190	HPB8_RS00415	323.0	2.88	5.0
HPP12_RS07310	HP1452	HELPY_RS06910	HPG27_RS07195	HPB8_RS00410	323.0	2.88	5.0
HPP12_RS07315	HP1453	HELPY_RS06915	HPG27_RS07200	HPB8_RS00405	324.0	2.49	5.0
HPP12_RS07325	HP1454	HELPY_RS06925	HPG27_RS07210	HPB8_RS00395	324.0	2.88	5.0
HPP12_RS07330	HP1455	HELPY_RS06930	HPG27_RS07215	HPB8_RS00390	325.0	2.59	5.0
HPP12_RS07335	HP1456	HELPY_RS06935	HPG27_RS07220	HPB8_RS00385	325.0	2.59	5.0
HPP12_RS07340	HP1457	HELPY_RS06940	HPG27_RS07225	HPB8_RS00380	325.0	2.95	5.0
HPP12_RS07345	HP1458	HELPY_RS06945	HPG27_RS07230	HPB8_RS00375	325.0	2.95	5.0
HPP12_RS07350	HP1459	HELPY_RS06950	HPG27_RS07235	HPB8_RS00370	325.0	2.88	5.0
HPP12_RS07355	HP1460	HELPY_RS06955	HPG27_RS07240	HPB8_RS00365	325.0	2.88	5.0
HPP12_RS07360	HP1461	HELPY_RS06960	HPG27_RS07245	HPB8_RS00360	326.0	2.88	5.0
HPP12_RS07365	HP1462	HELPY_RS06965	HPG27_RS07250	HPB8_RS00355	326.0	2.88	5.0
HPP12_RS07370	HP1463	HELPY_RS06970	HPG27_RS07255	HPB8_RS00350	327.0	2.61	5.0
HPP12_RS07375	HP1464	HELPY_RS06975	HPG27_RS07260	HPB8_RS00345	327.0	2.59	5.0
HPP12_RS07380	HP1465	HELPY_RS06980	HPG27_RS07265	HPB8_RS00340	327.0	2.95	5.0
HPP12_RS07385	HP1466	HELPY_RS06985	HPG27_RS07270	HPB8_RS00335	327.0	2.95	5.0
HPP12_RS07390	HP1467	HELPY_RS06990	HPG27_RS07275	HPB8_RS00330	327.0	2.88	5.0
HPP12_RS07395	HP1468	HELPY_RS06995	HPG27_RS07280	HPB8_RS00325	328.0	2.61	5.0
HPP12_RS07400	HP1469	HELPY_RS07000	HPG27_RS07285	HPB8_RS00320	328.0	2.59	5.0
HPP12_RS07405	HP1470	HELPY_RS07005	HPG27_RS07290	HPB8_RS00315	328.0	2.88	5.0
HPP12_RS07410	HP1471	HELPY_RS07010	HPG27_RS07295	HPB8_RS00305	329.0	2.61	5.0
HPP12_RS07415	HP1472	HELPY_RS07020	HPG27_RS07300	HPB8_RS00300	329.0	2.59	5.0
HPP12_RS07420	HP1473	HELPY_RS07025	HPG27_RS07305	HPB8_RS00295	329.0	2.88	5.0
HPP12_RS07425	HP1474	HELPY_RS07030	HPG27_RS07310	HPB8_RS00290	329.0	2.88	5.0
HPP12_RS07430	HP1475	HELPY_RS07035	HPG27_RS07315	HPB8_RS00285	330.0	2.61	5.0
HPP12_RS07435	HP1476	HELPY_RS07040	HPG27_RS07320	HPB8_RS00280	330.0	2.61	5.0
HPP12_RS07440	HP1477	HELPY_RS07045	HPG27_RS07325	HPB8_RS00275	330.0	2.59	5.0
HPP12_RS07445	HP1478	HELPY_RS07050	HPG27_RS07330	HPB8_RS00270	330.0	2.55	5.0
HPP12_RS07450	HP1479	HELPY_RS07055	HPG27_RS07335	HPB8_RS00265	330.0	2.88	5.0
HPP12_RS07455	HP1480	HELPY_RS07060	HPG27_RS07340	HPB8_RS00260	331.0	2.55	5.0
HPP12_RS07465	HP1482	HELPY_RS07070	HPG27_RS07350	HPB8_RS00250	331.0	2.7	5.0
HPP12_RS07470	HP1483	HELPY_RS07075	HPG27_RS07355	HPB8_RS00245	332.0	2.61	5.0
HPP12_RS07475	HP1484	HELPY_RS07080	HPG27_RS07360	HPB8_RS00240	332.0	2.61	5.0
HPP12_RS07480	HP1485	HELPY_RS07085	HPG27_RS07365	HPB8_RS00235	332.0	2.61	5.0
HPP12_RS07485	HP1486	HELPY_RS07090	HPG27_RS07370	HPB8_RS00230	332.0	2.59	5.0
HPP12_RS07490	HP1487	HELPY_RS07095	HPG27_RS07375	HPB8_RS00225	332.0	2.95	5.0
HPP12_RS07495	HP1488	HELPY_RS07100	HPG27_RS07380	HPB8_RS00220	332.0	2.88	5.0
HPP12_RS07500	HP1489	HELPY_RS07105	HPG27_RS07385	HPB8_RS00215	333.0	2.61	5.0
HPP12_RS07505	HP1490	HELPY_RS07110	HPG27_RS07390	HPB8_RS00210	333.0	2.59	5.0
HPP12_RS07510	HP1491	HELPY_RS07115	HPG27_RS07395	HPB8_RS00205	333.0	2.88	5.0
HPP12_RS07515	HP1492	HELPY_RS07120	HPG27_RS07400	HPB8_RS00200	334.0	2.61	5.0
HPP12_RS07520	HP1493	HELPY_RS07125	HPG27_RS07405	HPB8_RS00195	334.0	2.61	5.0
HPP12_RS07525	HP1494	HELPY_RS07130	HPG27_RS07410	HPB8_RS00190	334.0	2.61	5.0
HPP12_RS07530	HP1495	HELPY_RS07135	HPG27_RS07415	HPB8_RS00185	334.0	2.95	5.0
HPP12_RS07535	HP1496	HELPY_RS07140	HPG27_RS07420	HPB8_RS00180	334.0	2.7	5.0
HPP12_RS07540	HP1497	HELPY_RS07145	HPG27_RS07425	HPB8_RS00175	335.0	2.61	5.0
HPP12_RS07545	HP1498	HELPY_RS07150	HPG27_RS07430	HPB8_RS00170	335.0	2.61	5.0
HPP12_RS07560	HP1501	HELPY_RS07165	HPG27_RS07450	HPB8_RS00150	335.0	2.88	5.0
HPP12_RS07565	HP1502	HELPY_RS07170	HPG27_RS07455	HPB8_RS00145	336.0	2.61	5.0
HPP12_RS07575	HP1504	HELPY_RS07180	HPG27_RS07465	HPB8_RS00135	336.0	2.49	5.0
HPP12_RS07580	HP1505	HELPY_RS07185	HPG27_RS07470	HPB8_RS00130	336.0	2.88	5.0
HPP12_RS07585	HP1506	HELPY_RS07190	HPG27_RS07475	HPB8_RS00125	337.0	2.61	5.0
HPP12_RS07590	HP1507	HELPY_RS07195	HPG27_RS07480	HPB8_RS00120	337.0	2.55	5.0
HPP12_RS07595	HP1508	HELPY_RS07200	HPG27_RS07485	HPB8_RS00115	337.0	2.49	5.0
HPP12_RS07600	HP1509	HELPY_RS07205	HPG27_RS07490	HPB8_RS00110	338.0	2.61	5.0
HPP12_RS07605	HP1510	HELPY_RS07210	HPG27_RS07495	HPB8_RS00105	338.0	2.61	5.0
HPP12_RS07610	HP1511	HELPY_RS07215	HPG27_RS07500	HPB8_RS00100	338.0	2.59	5.0
HPP12_RS07615	HP1512	HELPY_RS07220	HPG27_RS07505	HPB8_RS00095	338.0	2.55	5.0
HPP12_RS07620	HP1513	HELPY_RS07225	HPG27_RS07510	HPB8_RS00090	339.0	2.61	5.0
HPP12_RS07625	HP1514	HELPY_RS07230	HPG27_RS07515	HPB8_RS00085	339.0	2.59	5.0
HPP12_RS07665	HP1523	HELPY_RS07270	HPG27_RS07555	HPB8_RS00045	342.0	2.61	5.0
HPP12_RS07670	HP1524	HELPY_RS07275	HPG27_RS07560	HPB8_RS00040	342.0	2.55	5.0
HPP12_RS07675	HP1525	HELPY_RS07280	HPG27_RS07565	HPB8_RS00035	342.0	2.55	5.0
HPP12_RS07680	HP1526	HELPY_RS07285	HPG27_RS07570	HPB8_RS00030	342.0	2.55	5.0
HPP12_RS07690	HP1527	HELPY_RS07295	HPG27_RS07580	HPB8_RS00020	342.0	2.88	5.0
HPP12_RS07700	HP1529	HELPY_RS07305	HPG27_RS07585	HPB8_RS00010	343.0	2.59	5.0
HPP12_RS07705	HP1530	HELPY_RS07310	HPG27_RS07590	HPB8_RS00005	343.0	2.55	5.0
HPP12_RS07710	HP1531	HELPY_RS07315	HPG27_RS07595	HPB8_RS08115	343.0	2.55	5.0
HPP12_RS07715	HP1532	HELPY_RS07320	HPG27_RS07600	HPB8_RS08110	343.0	2.88	5.0
HPP12_RS07720	HP1533	HELPY_RS07325	HPG27_RS07605	HPB8_RS08105	344.0	2.61	5.0
HPP12_RS07735	HP1403	HELPY_RS07335	HPG27_RS07615	HPB8_RS08090	343.0	11.81	5.0
HPP12_RS07745	HP1401	HELPY_RS07345	HPG27_RS07625	HPB8_RS08080	344.0	12.66	5.0
HPP12_RS07755	HP1399	HELPY_RS07360	HPG27_RS07635	HPB8_RS08070	345.0	13.47	5.0
HPP12_RS07760	HP1398	HELPY_RS07365	HPG27_RS07640	HPB8_RS08065	346.0	13.67	5.0
HPP12_RS07770	HP1395	HELPY_RS07375	HPG27_RS07650	HPB8_RS08055	346.0	14.24	5.0
HPP12_RS07775	HP1394	HELPY_RS07380	HPG27_RS07655	HPB8_RS08050	346.0	14.45	5.0
HPP12_RS07780	HP1393	HELPY_RS07385	HPG27_RS07660	HPB8_RS08045	346.0	14.56	5.0
HPP12_RS07785	HP1392	HELPY_RS07390	HPG27_RS07665	HPB8_RS08040	347.0	15.13	5.0
HPP12_RS07790	HP1391	HELPY_RS07395	HPG27_RS07670	HPB8_RS08035	347.0	15.25	5.0
HPP12_RS07800	HP1384	HELPY_RS07480	HPG27_RS07695	HPB8_RS08010	348.0	16.1	5.0
HPP12_RS07805	HP1385	HELPY_RS07475	HPG27_RS07690	HPB8_RS08015	348.0	16.1	5.0
HPP12_RS07810	HP1386	HELPY_RS07470	HPG27_RS07685	HPB8_RS08020	348.0	15.65	5.0
HPP12_RS07815	HP1387	HELPY_RS07465	HPG27_RS07680	HPB8_RS08025	348.0	15.67	5.0
HPP12_RS07825	HP1555	HELPY_RS07580	HPG27_RS07795	HPB8_RS07995	351.0	2.49	5.0
HPP12_RS07830	HP1554	HELPY_RS07575	HPG27_RS07790	HPB8_RS07990	351.0	2.19	5.0
HPP12_RS07835	HP1553	HELPY_RS07570	HPG27_RS07785	HPB8_RS07985	351.0	1.64	5.0
HPP12_RS07840	HP1552	HELPY_RS07565	HPG27_RS07780	HPB8_RS07980	351.0	1.1	5.0
HPP12_RS07845	HP1551	HELPY_RS07560	HPG27_RS07775	HPB8_RS07975	351.0	1.1	5.0
HPP12_RS07850	HP1550	HELPY_RS07555	HPG27_RS07770	HPB8_RS07970	351.0	1.1	5.0
HPP12_RS07855	HP1549	HELPY_RS07550	HPG27_RS07765	HPB8_RS07965	351.0	0.45	5.0
HPP12_RS07860	HP1548	HELPY_RS07545	HPG27_RS07760	HPB8_RS07960	351.0	0.45	5.0
HPP12_RS07865	HP1547	HELPY_RS07540	HPG27_RS07755	HPB8_RS07955	351.0	0.0	5.0
HPP12_RS07870	HP1546	HELPY_RS07535	HPG27_RS07750	HPB8_RS07950	351.0	0.45	5.0
HPP12_RS07875	HP1545	HELPY_RS07530	HPG27_RS07745	HPB8_RS07945	351.0	0.84	5.0
HPP12_RS07880	HP1544	HELPY_RS07525	HPG27_RS07740	HPB8_RS07940	351.0	0.89	5.0
HPP12_RS07885	HP1543	HELPY_RS07520	HPG27_RS07735	HPB8_RS07935	351.0	1.1	5.0
HPP12_RS07890	HP1542	HELPY_RS07515	HPG27_RS07730	HPB8_RS07930	351.0	1.1	5.0
HPP12_RS07895	HP1541	HELPY_RS07510	HPG27_RS07725	HPB8_RS07925	350.0	1.64	5.0
HPP12_RS07900	HP1540	HELPY_RS07505	HPG27_RS07720	HPB8_RS07920	350.0	1.95	5.0
HPP12_RS07905	HP1539	HELPY_RS07500	HPG27_RS07715	HPB8_RS07915	351.0	2.19	5.0
HPP12_RS07910	HP1538	HELPY_RS07495	HPG27_RS07710	HPB8_RS07910	351.0	2.19	5.0
HPP12_RS07925	HP1556	HELPY_RS07585	HPG27_RS07800	HPB8_RS07895	354.0	0.0	5.0
HPP12_RS07930	HP1557	HELPY_RS07590	HPG27_RS07805	HPB8_RS07890	354.0	0.0	5.0
HPP12_RS07935	HP1558	HELPY_RS07595	HPG27_RS07810	HPB8_RS07885	354.0	0.45	5.0
HPP12_RS07940	HP1559	HELPY_RS07600	HPG27_RS07815	HPB8_RS07880	354.0	0.45	5.0
HPP12_RS07945	HP1560	HELPY_RS07605	HPG27_RS07820	HPB8_RS07875	354.0	0.45	5.0
HPP12_RS07950	HP1562	HELPY_RS07610	HPG27_RS07825	HPB8_RS07865	355.0	0.0	5.0
HPP12_RS07955	HP1563	HELPY_RS07615	HPG27_RS07830	HPB8_RS07860	355.0	0.0	5.0
HPP12_RS07960	HP1564	HELPY_RS07620	HPG27_RS07835	HPB8_RS07850	355.0	0.0	5.0
HPP12_RS07965	HP1565	HELPY_RS07625	HPG27_RS07845	HPB8_RS07845	356.0	0.55	5.0
HPP12_RS07975	HP1567	HELPY_RS07635	HPG27_RS07855	HPB8_RS07835	356.0	0.0	5.0
HPP12_RS07980	HP1568	HELPY_RS07640	HPG27_RS07860	HPB8_RS07830	356.0	0.0	5.0
HPP12_RS07985	HP1569	HELPY_RS07645	HPG27_RS07865	HPB8_RS07825	356.0	0.0	5.0
HPP12_RS07990	HP1570	HELPY_RS07650	HPG27_RS07870	HPB8_RS07820	356.0	0.45	5.0
HPP12_RS07995	HP1571	HELPY_RS07655	HPG27_RS07875	HPB8_RS07815	357.0	0.55	5.0
HPP12_RS08000	HP1572	HELPY_RS07660	HPG27_RS07880	HPB8_RS07810	357.0	0.0	5.0
HPP12_RS08005	HP1573	HELPY_RS07665	HPG27_RS07885	HPB8_RS07805	357.0	0.0	5.0
HPP12_RS08010	HP1574	HELPY_RS07670	HPG27_RS07890	HPB8_RS07800	357.0	0.0	5.0
HPP12_RS08015	HP1575	HELPY_RS07675	HPG27_RS07895	HPB8_RS07795	357.0	0.0	5.0
HPP12_RS08020	HP1576	HELPY_RS07680	HPG27_RS07900	HPB8_RS07790	357.0	0.45	5.0
HPP12_RS08025	HP1577	HELPY_RS07685	HPG27_RS07905	HPB8_RS07785	358.0	0.45	5.0
HPP12_RS08035	HP1579	HELPY_RS07695	HPG27_RS07915	HPB8_RS07780	358.0	0.0	5.0
HPP12_RS08040	HP1580	HELPY_RS07700	HPG27_RS07920	HPB8_RS07775	358.0	0.0	5.0
HPP12_RS08045	HP1581	HELPY_RS07705	HPG27_RS07925	HPB8_RS07770	358.0	0.0	5.0
HPP12_RS08050	HP1582	HELPY_RS07710	HPG27_RS07930	HPB8_RS07765	358.0	0.45	5.0
HPP12_RS08055	HP1583	HELPY_RS07715	HPG27_RS07935	HPB8_RS07760	359.0	0.55	5.0
HPP12_RS08060	HP1584	HELPY_RS07720	HPG27_RS07940	HPB8_RS07755	359.0	0.0	5.0
HPP12_RS08065	HP1585	HELPY_RS07725	HPG27_RS07945	HPB8_RS07750	359.0	0.0	5.0
HPP12_RS08085	HP1588	HELPY_RS07740	HPG27_RS07965	HPB8_RS07725	-0.0	0.45	5.0
HPP12_RS03335	HP0641	HELPY_RS03535	HPG27_RS03120	HPB8_RS03990	147.0	9.68	5.0
HPP12_RS02330	HP0894	HELPY_RS04245	HPG27_RS01585	HPB8_RS03130	203.0	64.63	5.0
HPP12_RS04565	HP0901	HELPY_RS04290	HPG27_RS04415	HPB8_RS03080	204.0	3.35	5.0
HPP12_RS05500	HP1116	HELPY_RS05260	HPG27_RS02345	HPB8_RS03190	250.0	63.02	5.0
HPP12_RS05725	HP1157	HELPY_RS05470	HPG27_RS01275	HPB8_RS01605	259.0	68.64	5.0
HPP12_RS06440	HP1288	HELPY_RS03325	HPG27_RS03310	HPB8_RS00910	292.0	79.02	5.0
HPP12_RS06985	HP1369m	HELPY_RS06660	HPG27_RS07550	HPB8_RS07360	309.0	29.41	5.0
HPP12_RS07410	HP1471	HELPY_RS07010	HPG27_RS07295	HPB8_RS00310	329.0	2.61	5.0
HPP12_RS04045	HP0848	HELPY_RS02790	HPG27_RS04160	HPB8_RS04725	186.0	33.39	5.0
HPP12_RS03730	HP0725	HELPY_RS03115	HPG27_RS03510	HPB8_RS04390	167.0	12.93	5.0
HPP12_RS03525	HP1288	HELPY_RS03325	HPG27_RS03310	HPB8_RS04190	155.0	62.33	5.0
HPP12_RS00630	HP1187	HELPY_RS05625	HPG27_RS00615	HPB8_RS06865	28.0	67.54	5.0
HPP12_RS07050	HP1369m	HELPY_RS06660	HPG27_RS06930	HPB8_RS07360	310.0	28.88	5.0
HPP12_RS07950	HP1561	HELPY_RS07610	HPG27_RS07825	HPB8_RS07870	355.0	0.0	5.0
HPP12_RS00220	HP0527	HELPY_RS00230	HPG27_RS00220	HPB8_RS07485	8.0	49.87	5.0
HPP12_RS01320	HP1157	HELPY_RS01280	HPG27_RS01275	HPB8_RS06205	57.0	69.44	5.0
HPP12_RS03075	HP0592	HELPY_RS03785	HPG27_RS02880	HPB8_RS00060	133.0	75.82	5.0
HPP12_RS04525	HP0316	HELPY_RS04250	HPG27_RS04370	HPB8_RS03125	202.0	58.45	5.0
HPP12_RS04660	HP0477	HELPY_RS04385	HPG27_RS04510	HPB8_RS02985	210.0	45.95	5.0
HPP12_RS07410	HP1471	HELPY_RS07015	HPG27_RS07295	HPB8_RS00305	329.0	2.61	5.0
HPP12_RS07660	HP1369m	HELPY_RS07265	HPG27_RS07550	HPB8_RS00050	340.0	13.92	5.0
HPP12_RS07655	HP1521	HELPY_RS07255	HPG27_RS02880	HPB8_RS00060	341.0	66.35	5.0
HPP12_RS04875	HP0965	HELPY_RS07780	HPG27_RS04730	HPB8_RS02760	219.0	3.08	5.0
HPP12_RS05495	HP0489	HELPY_RS04175	HPG27_RS05525	HPB8_RS03205	198.0	57.14	5.0
